Country Name,Country Code,Series Name,Series Code,Series_type,2021Q1 [YR2021Q1],2021Q2 [YR2021Q2],2021Q3 [YR2021Q3],2021Q4 [YR2021Q4],2022Q1 [YR2022Q1],2022Q2 [YR2022Q2],2022Q3 [YR2022Q3],2022Q4 [YR2022Q4],2023Q1 [YR2023Q1],2023Q2 [YR2023Q2],2023Q3 [YR2023Q3],2023Q4 [YR2023Q4]
Japan,JPN,"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.BC,Budgetary Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.BC.CD,Budgetary Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.BC.CD,Budgetary Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.BC,Budgetary Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Budgetary Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.BC.Z1,Budgetary Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.CG.Z1,Central Gov,202.8261956,200.9780701,200.2414723,199.2554265,201.1812131,201.194407,199.975132,195.7052378,198.7163231,198.0859769,190.5834053,190.7442754
Japan,JPN,"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.CG,Central Gov,1.09E+15,1.10E+15,1.10E+15,1.10E+15,1.12E+15,1.12E+15,1.12E+15,1.10E+15,1.13E+15,1.14E+15,1.11E+15,1.13E+15
Japan,JPN,"Gross PSD, Central Gov., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.CG.CD,Central Gov,9.87175E+12,9.97352E+12,9.8627E+12,9.64906E+12,9.11532E+12,8.19021E+12,7.7059E+12,8.26943E+12,8.44513E+12,7.86597E+12,7.45378E+12,7.95602E+12
Japan,JPN,"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.CG.Z1,Central Gov,202.8261956,200.9780701,200.2414723,199.2554265,201.1812131,201.194407,199.975132,195.7052378,198.7163231,198.0859769,190.5834053,190.7442754
Japan,JPN,"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.CG,Central Gov,1.09E+15,1.10E+15,1.10E+15,1.10E+15,1.12E+15,1.12E+15,1.12E+15,1.10E+15,1.13E+15,1.14E+15,1.11E+15,1.13E+15
Japan,JPN,"Gross PSD, Central Gov., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.CG.CD,Central Gov,9.87175E+12,9.97352E+12,9.8627E+12,9.64906E+12,9.11532E+12,8.19021E+12,7.7059E+12,8.26943E+12,8.44513E+12,7.86597E+12,7.45378E+12,7.95602E+12
Japan,JPN,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.CG.Z1,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.CG,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.CG.CD,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.CG.Z1,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.CG,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.CG.CD,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.CG.Z1,Central Gov,30.2534077,28.64279261,26.94113955,25.62077776,28.00224097,28.77332175,26.6423306,26.08302141,26.4067006,25.96808368,24.17575047,23.78709289
Japan,JPN,"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.CG,Central Gov,1.63002E+14,1.57064E+14,1.485E+14,1.417E+14,1.55296E+14,1.60035E+14,1.48596E+14,1.46197E+14,1.49797E+14,1.49399E+14,1.41299E+14,1.40799E+14
Japan,JPN,"Gross PSD, Central Gov., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.CG.CD,Central Gov,1.47246E+12,1.4214E+12,1.32696E+12,1.2407E+12,1.26875E+12,1.1713E+12,1.02664E+12,1.10213E+12,1.12224E+12,1.03119E+12,9.45522E+11,9.9217E+11
Japan,JPN,"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",DP.DOD.DLD1.CR.CG.Z1,Central Gov,212.5575574,210.2925949,209.1966103,208.2448949,211.0606647,210.6523409,209.0941478,205.4848298,209.0857969,207.7880542,199.865039,200.4205182
Japan,JPN,"Gross PSD, Central Gov.-D1, All maturities, Debt securities + loans, Nominal Value, US$",DP.DOD.DLD1.CR.CG.CD,Central Gov,1.03454E+13,1.04358E+13,1.03038E+13,1.00844E+13,9.56295E+12,8.57522E+12,8.0573E+12,8.68266E+12,8.88582E+12,8.25124E+12,7.81679E+12,8.35962E+12
Japan,JPN,"Gross PSD, Central Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",DP.DOD.DLD2.CR.CG.Z1,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, US$",DP.DOD.DLD2.CR.CG.CD,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",DP.DOD.DLD2A.CR.CG.Z1,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, US$",DP.DOD.DLD2A.CR.CG.CD,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",DP.DOD.DLD3.CR.CG.Z1,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, US$",DP.DOD.DLD3.CR.CG.CD,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",DP.DOD.DLD4.CR.CG.Z1,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Central Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, US$",DP.DOD.DLD4.CR.CG.CD,Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.FC.Z1,Financial Public Corp,38.5474878,37.3490076,35.84700346,36.06467773,34.26096825,33.543021,32.06163026,31.70039215,31.78402694,31.10575561,29.12360877,28.46322244
Japan,JPN,"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.FC,Financial Public Corp,2.07689E+14,2.04805E+14,1.97589E+14,1.99462E+14,1.90005E+14,1.86564E+14,1.78822E+14,1.77683E+14,1.80301E+14,1.78957E+14,1.70217E+14,1.68477E+14
Japan,JPN,"Gross PSD, Financial Public Corp., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.FC.CD,Financial Public Corp,1.87614E+12,1.85344E+12,1.76561E+12,1.74645E+12,1.55233E+12,1.36547E+12,1.23547E+12,1.33948E+12,1.35077E+12,1.23521E+12,1.13903E+12,1.18721E+12
Japan,JPN,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.FC.Z1,Financial Public Corp,36.76439282,35.61002591,34.15548202,34.42334337,33.14645398,32.86911739,31.6556745,31.84611762,31.42893961,30.70760989,29.54792845,28.72278779
Japan,JPN,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.FC,Financial Public Corp,1.98082E+14,1.9527E+14,1.88266E+14,1.90385E+14,1.83824E+14,1.82816E+14,1.76558E+14,1.78499E+14,1.78287E+14,1.76666E+14,1.72697E+14,1.70014E+14
Japan,JPN,"Gross PSD, Financial Public Corp., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.FC.CD,Financial Public Corp,1.78936E+12,1.76714E+12,1.6823E+12,1.66697E+12,1.50183E+12,1.33803E+12,1.21983E+12,1.34564E+12,1.33568E+12,1.2194E+12,1.15563E+12,1.19804E+12
Japan,JPN,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.FC.Z1,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.FC,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Financial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.FC.CD,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.FC.Z1,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.FC,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Financial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.FC.CD,Financial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.FC.Z1,Financial Public Corp,1.928792388,1.895139539,0.670407582,0.668145327,0,0,0,0,0,0,0,0
Japan,JPN,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.FC,Financial Public Corp,1.03921E+13,1.03921E+13,3.6953E+12,3.6953E+12,0,0,0,0,0,0,0,0
Japan,JPN,"Gross PSD, Financial Public Corp., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.FC.CD,Financial Public Corp,93876242096,94046153846,33020284157,32355310393,0,0,0,0,0,0,0,0
Japan,JPN,"Gross PSD, General Gov., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.GG.Z1,General Gov,208.2314209,206.0127246,205.0436501,204.2632709,205.7635259,205.6470577,204.1024804,199.9410354,202.5251517,201.4714497,193.3249553,192.9794703
Japan,JPN,"Gross PSD, General Gov., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.GG,General Gov,1.12E+15,1.13E+15,1.13E+15,1.13E+15,1.14E+15,1.14E+15,1.14E+15,1.12E+15,1.15E+15,1.16E+15,1.13E+15,1.14E+15
Japan,JPN,"Gross PSD, General Gov., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.GG.CD,General Gov,1.01348E+13,1.02234E+13,1.00992E+13,9.89156E+12,9.32294E+12,8.37146E+12,7.86495E+12,8.44841E+12,8.607E+12,8.00041E+12,7.56101E+12,8.04926E+12
Japan,JPN,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.GG.Z1,General Gov,197.8410614,195.6223646,194.9023588,194.59065,198.9097562,201.2851131,201.1372033,200.3779442,199.7782533,198.4344283,195.4845029,194.0780953
Japan,JPN,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.GG,General Gov,1.07E+15,1.07E+15,1.07E+15,1.08E+15,1.10E+15,1.12E+15,1.12E+15,1.12E+15,1.13E+15,1.14E+15,1.14E+15,1.15E+15
Japan,JPN,"Gross PSD, General Gov., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.GG.CD,General Gov,9.62912E+12,9.70774E+12,9.59973E+12,9.42316E+12,9.01241E+12,8.1939E+12,7.75068E+12,8.46687E+12,8.49026E+12,7.87981E+12,7.64547E+12,8.09508E+12
Japan,JPN,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.GG.Z1,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.GG,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.GG.CD,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.GG.Z1,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.GG,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.GG.CD,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.GG.Z1,General Gov,30.25320353,28.64259201,26.94099441,25.62063311,28.00224097,28.77332175,26.6423306,26.08302141,26.4067006,25.96808368,24.17575047,23.78709289
Japan,JPN,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.GG,General Gov,1.63001E+14,1.57063E+14,1.48499E+14,1.417E+14,1.55296E+14,1.60035E+14,1.48596E+14,1.46197E+14,1.49797E+14,1.49399E+14,1.41299E+14,1.40799E+14
Japan,JPN,"Gross PSD, General Gov., Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.GG.CD,General Gov,1.47245E+12,1.42139E+12,1.32695E+12,1.24069E+12,1.26875E+12,1.1713E+12,1.02664E+12,1.10213E+12,1.12224E+12,1.03119E+12,9.45522E+11,9.9217E+11
Japan,JPN,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, % of GDP",DP.DOD.DLD1.CR.GG.Z1,General Gov,225.9640575,223.6488963,221.8223265,221.5637743,226.6783259,229.0773713,227.7853609,227.6480359,227.3481412,225.4959787,221.2754742,220.0046595
Japan,JPN,"Gross PSD, General Gov.-D1, All maturities, Debt securities + loans, Nominal Value, US$",DP.DOD.DLD1.CR.GG.CD,General Gov,1.09979E+13,1.10986E+13,1.09256E+13,1.07293E+13,1.02706E+13,9.32526E+12,8.77755E+12,9.61915E+12,9.66194E+12,8.95442E+12,8.65416E+12,9.17649E+12
Japan,JPN,"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, % of GDP",DP.DOD.DLD2.CR.GG.Z1,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov.-D2, All maturities, D1+ SDRs + currency and deposits, Nominal Value, US$",DP.DOD.DLD2.CR.GG.CD,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, % of GDP",DP.DOD.DLD2A.CR.GG.Z1,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov.-D2A, All maturities, D1+ currency and deposits, Maastricht debt, US$",DP.DOD.DLD2A.CR.GG.CD,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, % of GDP",DP.DOD.DLD3.CR.GG.Z1,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov.-D3, All maturities, D2+other accounts payable, Nominal Value, US$",DP.DOD.DLD3.CR.GG.CD,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, US$",DP.DOD.DLD4.CR.GG.CD,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, General Gov.-D4, All maturities, D3+insurance, pensions, and standardized guarantees, Nominal Value, % of GDP",DP.DOD.DLD4.CR.GG.Z1,General Gov,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.NF.Z1,Nonfinancial Public Corp,2.318055027,2.246371605,2.28883422,2.306225108,2.265434316,2.213928528,2.207028116,2.198531327,2.133838115,2.116102948,2.044981308,2.001140033
Japan,JPN,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.NF,Nonfinancial Public Corp,1.24894E+13,1.23181E+13,1.26161E+13,1.2755E+13,1.25637E+13,1.23137E+13,1.23096E+13,1.23229E+13,1.21046E+13,1.21743E+13,1.19522E+13,1.1845E+13
Japan,JPN,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.NF.CD,Nonfinancial Public Corp,1.12822E+11,1.11476E+11,1.12734E+11,1.1168E+11,1.02645E+11,90124423626,85046289899,92897851489,90684746779,84030231916,79979925054,83468395462
Japan,JPN,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.NF.Z1,Nonfinancial Public Corp,2.245299124,2.17129256,2.214415042,2.233539691,2.220463542,2.192892638,2.202778866,2.234837807,2.140554506,2.117111088,2.094530896,2.037885323
Japan,JPN,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.NF,Nonfinancial Public Corp,1.20974E+13,1.19064E+13,1.22059E+13,1.2353E+13,1.23143E+13,1.21967E+13,1.22859E+13,1.25264E+13,1.21427E+13,1.21801E+13,1.22418E+13,1.20625E+13
Japan,JPN,"Gross PSD, Nonfinancial Public Corp., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.NF.CD,Nonfinancial Public Corp,1.09281E+11,1.0775E+11,1.09069E+11,1.0816E+11,1.00607E+11,89268096319,84882548017,94431963815,90970182799,84070265047,81917826552,85001057008
Japan,JPN,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.M1.NF.Z1,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.M1.NF,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.NF.CD,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.L1.NF.Z1,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.NF,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Nonfinancial Public Corp., Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.NF.CD,Nonfinancial Public Corp,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Public Sector, All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.PS,Public Sector,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Public Sector, All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.PS,Public Sector,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Public Sector, Long-term, With payment due in one year or less, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.L1.PS,Public Sector,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Public Sector, Short-term, Debt securities, Nominal Value, National Currency",DP.DOD.DSDS.CR.PS,Public Sector,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Total, All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.PS.CD,Total,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Total, All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.PS.CD,Total,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Total, Long-term, With payment due in more than one year, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.M1.PS.CD,Total,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Total, Long-term, With payment due in one year or less, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.L1.PS.CD,Total,..,..,..,..,..,..,..,..,..,..,..,..
Japan,JPN,"Gross PSD, Total, Short-term, Debt securities, Nominal Value, US$",DP.DOD.DSDS.CR.PS.CD,Total,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, % of GDP",DP.DOD.DLDS.CR.MV.BC.Z1,Budgetary Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, National Currency",DP.DOD.DLDS.CR.MV.BC,Budgetary Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Budgetary Central Gov., All maturities, Debt Securities, Market value, US$",DP.DOD.DLDS.CR.MV.BC.CD,Budgetary Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, % of GDP",DP.DOD.DLDS.CR.BC.Z1,Budgetary Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, National Currency",DP.DOD.DLDS.CR.BC,Budgetary Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Budgetary Central Gov., All maturities, Debt securities, Nominal Value, US$",DP.DOD.DLDS.CR.BC.CD,Budgetary Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
United States,USA,"Gross PSD, Budgetary Central Gov., Short-term, Debt securities, Nominal Value, % of GDP",DP.DOD.DSDS.CR.BC.Z1,Budgetary Central Gov,..,..,..,..,..,..,..,..,..,..,..,..
